iter	Passed	Remaining
1662	393814	316614
1663	394031	316361
1664	394243	316105
1665	394430	315828
1666	394625	315558
1667	394843	315306
1668	395053	315048
1669	395261	314789
1670	395477	314535
1671	395678	314271
1672	395870	313999
1673	396079	313740
1674	396301	313492
1675	396520	313241
1676	396738	312990
1677	396948	312732
1678	397167	312482
1679	397335	312192
1680	397545	311935
1681	397742	311667
1682	397953	311410
1683	398154	311146
1684	398367	310891
1685	398598	310651
1686	398821	310404
1687	399032	310148
1688	399243	309892
1689	399449	309632
1690	399656	309373
1691	399865	309116
1692	400073	308857
1693	400254	308578
1694	400448	308310
1695	400669	308061
1696	400891	307814
1697	401101	307558
1698	401319	307308
1699	401521	307045
1700	401719	306780
1701	401924	306520
1702	402134	306264
1703	402344	306008
1704	402578	305770
1705	402796	305520
1706	402981	305245
1707	403181	304982
1708	403376	304715
1709	403587	304460
1710	403769	304183
1711	403977	303926
1712	404176	303663
1713	404383	303405
1714	404600	303155
1715	404807	302897
1716	405019	302644
1717	405236	302393
1718	405460	302149
1719	405695	301912
1720	405911	301662
1721	406138	301419
1722	406342	301160
1723	406554	300906
1724	406764	300651
1725	406973	300396
1726	407175	300135
1727	407409	299898
1728	407601	299630
1729	407815	299379
1730	408030	299128
1731	408223	298860
1732	408421	298598
1733	408636	298346
1734	408851	298096
1735	409056	297838
1736	409256	297576
1737	409490	297339
1738	409689	297077
1739	409879	296809
1740	410099	296562
1741	410312	296310
1742	410505	296044
1743	410694	295775
1744	410903	295520
1745	411081	295244
1746	411273	294977
1747	411472	294716
1748	411682	294462
1749	411888	294205
1750	412097	293951
1751	412291	293686
1752	412506	293436
1753	412720	293187
1754	412923	292928
1755	413143	292682
1756	413349	292426
1757	413571	292181
1758	413779	291927
1759	413982	291669
1760	414179	291407
1761	414371	291141
1762	414559	290873
1763	414754	290610
1764	414934	290336
1765	415126	290071
1766	415310	289800
1767	415511	289541
1768	415710	289281
1769	415902	289016
1770	416101	288757
1771	416280	288483
1772	416495	288234
1773	416676	287962
1774	416855	287688
1775	417040	287419
1776	417232	287155
1777	417426	286892
1778	417617	286628
1779	417802	286359
1780	418001	286099
1781	418207	285845
1782	418408	285588
1783	418619	285337
1784	418841	285093
1785	419038	284833
1786	419240	284576
1787	419452	284326
1788	419664	284077
1789	419838	283801
1790	420020	283531
1791	420243	283289
1792	420481	283057
1793	420698	282810
1794	420895	282550
1795	421100	282297
1796	421282	282027
1797	421487	281773
1798	421710	281530
1799	421903	281269
1800	422122	281024
1801	422313	280761
1802	422529	280514
1803	422747	280269
1804	422958	280019
1805	423164	279766
1806	423381	279520
1807	423596	279274
1808	423821	279033
1809	424029	278781
1810	424234	278528
1811	424424	278265
1812	424633	278014
1813	424859	277774
1814	425071	277525
1815	425274	277271
1816	425478	277017
1817	425682	276763
1818	425877	276504
1819	426088	276255
1820	426286	275997
1821	426484	275740
1822	426664	275471
1823	426862	275213
1824	427070	274963
1825	427252	274695
1826	427443	274434
1827	427645	274180
1828	427838	273919
1829	428053	273673
1830	428253	273417
1831	428458	273165
1832	428659	272910
1833	428869	272662
1834	429076	272411
1835	429280	272158
1836	429417	271863
1837	429623	271612
1838	429845	271370
1839	430040	271112
1840	430246	270861
1841	430435	270599
1842	430642	270349
1843	430874	270114
1844	431081	269864
1845	431301	269621
1846	431514	269375
1847	431692	269106
1848	431881	268845
1849	432068	268583
1850	432286	268339
1851	432476	268079
1852	432660	267815
1853	432862	267562
1854	433084	267321
1855	433292	267072
1856	433490	266817
1857	433674	266553
1858	433882	266304
1859	434093	266057
1860	434276	265792
1861	434483	265543
1862	434709	265306
1863	434914	265055
1864	435116	264803
1865	435318	264550
1866	435535	264307
1867	435757	264067
1868	435981	263828
1869	436184	263576
1870	436393	263328
1871	436581	263068
1872	436765	262805
1873	436962	262550
1874	437156	262293
1875	437346	262034
1876	437548	261783
1877	437762	261538
1878	437954	261280
1879	438127	261012
1880	438326	260758
1881	438526	260506
1882	438724	260252
1883	438919	259996
1884	439115	259742
1885	439319	259492
1886	439535	259249
1887	439733	258995
1888	439940	258747
1889	440155	258504
1890	440354	258251
1891	440540	257991
1892	440722	257728
1893	440894	257460
1894	441111	257218
1895	441324	256973
1896	441517	256718
1897	441738	256478
1898	441952	256234
1899	442174	255995
1900	442389	255752
1901	442591	255502
1902	442779	255243
1903	443005	255007
1904	443209	254758
1905	443414	254509
1906	443606	254253
1907	443813	254006
1908	444004	253750
1909	444212	253503
1910	444438	253266
1911	444659	253027
1912	444856	252775
1913	445083	252539
1914	445217	252250
1915	445411	251997
1916	445585	251731
1917	445776	251475
1918	445943	251206
1919	446162	250966
1920	446370	250720
1921	446574	250471
1922	446780	250224
1923	446984	249977
1924	447194	249732
1925	447400	249485
1926	447601	249235
1927	447806	248987
1928	448007	248738
1929	448211	248490
1930	448417	248243
1931	448643	248007
1932	448869	247772
1933	449076	247526
1934	449273	247274
1935	449471	247023
1936	449668	246772
1937	449871	246524
1938	450071	246274
1939	450286	246032
1940	450522	245802
1941	450753	245570
1942	450965	245326
1943	451173	245082
1944	451387	244840
1945	451590	244592
1946	451723	244306
1947	451939	244065
1948	452126	243809
1949	452312	243552
1950	452514	243304
1951	452706	243051
1952	452917	242808
1953	453111	242555
1954	453312	242307
1955	453520	242063
1956	453733	241821
1957	453940	241575
1958	454137	241325
1959	454339	241077
1960	454513	240815
1961	454719	240570
1962	454927	240325
1963	455111	240069
1964	455366	239849
1965	455595	239616
1966	455814	239377
1967	456019	239132
1968	456217	238882
1969	456419	238635
1970	456621	238388
1971	456820	238139
1972	457021	237892
1973	457232	237649
1974	457433	237402
1975	457630	237152
1976	457832	236905
1977	458041	236662
1978	458250	236419
1979	458469	236181
1980	458689	235943
1981	458899	235701
1982	459107	235457
1983	459333	235223
1984	459578	234998
1985	459794	234759
1986	460001	234515
1987	460193	234263
1988	460399	234018
1989	460608	233776
1990	460834	233542
1991	461057	233306
1992	461262	233061
1993	461469	232817
1994	461652	232561
1995	461850	232313
1996	462058	232070
1997	462277	231832
1998	462490	231592
1999	462703	231351
2000	462907	231106
2001	463100	230856
2002	463303	230611
2003	463531	230377
2004	463749	230140
2005	463943	229890
2006	464140	229642
2007	464332	229391
2008	464537	229147
2009	464728	228895
2010	464926	228648
2011	465139	228408
2012	465326	228155
2013	465530	227911
2014	465701	227650
2015	465915	227411
2016	466139	227176
2017	466343	226932
2018	466545	226687
2019	466741	226439
2020	466940	226192
2021	467111	225932
2022	467308	225684
2023	467524	225446
2024	467751	225213
2025	467981	224982
2026	468193	224741
2027	468412	224505
2028	468605	224256
2029	468821	224017
2030	469032	223777
2031	469224	223528
2032	469459	223299
2033	469686	223066
2034	469903	222828
2035	470101	222582
2036	470302	222337
2037	470525	222102
2038	470786	221885
2039	471063	221676
2040	471303	221450
2041	471510	221208
2042	471716	220965
2043	471943	220732
2044	472172	220500
2045	472364	220251
2046	472571	220010
2047	472785	219771
2048	472989	219528
2049	473201	219288
2050	473412	219048
2051	473634	218813
2052	473861	218580
2053	474075	218342
2054	474296	218107
2055	474491	217859
2056	474686	217612
2057	474915	217381
2058	475116	217136
2059	475330	216898
2060	475513	216645
2061	475694	216392
2062	475899	216150
2063	476099	215905
2064	476314	215667
2065	476531	215431
2066	476725	215183
2067	476926	214939
2068	477105	214686
2069	477331	214453
2070	477553	214219
2071	477716	213957
2072	477868	213692
2073	478073	213450
2074	478266	213203
2075	478454	212953
2076	478681	212721
2077	478895	212483
2078	479092	212238
2079	479303	211999
2080	479501	211755
2081	479720	211519
2082	479923	211276
2083	480122	211032
2084	480326	210790
2085	480501	210536
2086	480709	210296
2087	480924	210058
2088	481128	209817
2089	481312	209566
2090	481512	209323
2091	481734	209089
2092	481941	208848
2093	482161	208614
2094	482378	208378
2095	482579	208135
2096	482784	207894
2097	483002	207658
2098	483180	207406
2099	483370	207158
2100	483562	206912
2101	483762	206669
2102	483970	206429
2103	484183	206192
2104	484384	205949
2105	484590	205709
2106	484800	205470
2107	485043	205246
2108	485270	205014
2109	485499	204784
2110	485724	204552
2111	485962	204325
2112	486173	204087
2113	486427	203867
2114	486620	203621
2115	486833	203384
2116	487061	203152
2117	487288	202922
2118	487515	202690
2119	487722	202450
2120	487933	202213
2121	488151	201977
2122	488349	201734
2123	488564	201498
2124	488766	201256
2125	488976	201018
2126	489184	200779
2127	489409	200547
2128	489612	200306
2129	489823	200068
2130	490023	199826
2131	490244	199592
2132	490445	199351
2133	490629	199102
2134	490836	198863
2135	491052	198628
2136	491244	198382
2137	491454	198144
2138	491641	197897
2139	491849	197659
2140	492045	197415
2141	492248	197175
2142	492448	196933
2143	492659	196696
2144	492861	196455
2145	493087	196224
2146	493292	195984
2147	493499	195745
2148	493709	195508
2149	493912	195267
2150	494111	195025
2151	494311	194784
2152	494529	194550
2153	494770	194324
2154	494992	194092
2155	495193	193851
2156	495429	193624
2157	495639	193386
2158	495862	193154
2159	496088	192923
2160	496323	192695
2161	496548	192464
2162	496759	192227
2163	496955	191984
2164	497149	191741
2165	497347	191499
2166	497574	191268
2167	497775	191028
2168	497981	190789
2169	498219	190563
2170	498435	190328
2171	498652	190094
2172	498873	189861
2173	499070	189619
2174	499299	189389
2175	499519	189156
2176	499709	188911
2177	499896	188666
2178	500115	188432
2179	500330	188197
2180	500582	187976
2181	500786	187737
2182	500990	187498
2183	501196	187260
2184	501400	187021
2185	501604	186782
2186	501809	186543
2187	501990	186296
2188	502194	186057
2189	502403	185820
2190	502603	185580
2191	502801	185339
2192	503024	185107
2193	503245	184875
2194	503477	184646
2195	503690	184411
2196	503918	184181
2197	504155	183954
2198	504364	183717
2199	504566	183478
2200	504776	183242
2201	504969	182999
2202	505179	182763
2203	505363	182517
2204	505580	182284
2205	505778	182043
2206	505987	181807
2207	506189	181568
2208	506411	181336
2209	506613	181097
2210	506815	180858
2211	507026	180622
2212	507227	180383
2213	507451	180152
2214	507662	179916
2215	507860	179676
2216	508073	179441
2217	508284	179205
2218	508488	178967
2219	508688	178728
2220	508887	178488
2221	509089	178250
2222	509289	178010
2223	509498	177774
2224	509701	177536
2225	509894	177294
2226	510121	177065
2227	510342	176833
2228	510550	176596
2229	510726	176349
2230	510934	176113
2231	511172	175887
2232	511389	175654
2233	511611	175422
2234	511820	175186
2235	512035	174953
2236	512247	174718
2237	512452	174481
2238	512649	174241
2239	512807	173988
2240	513018	173753
2241	513217	173514
2242	513424	173277
2243	513631	173041
2244	513839	172805
2245	514042	172568
2246	514248	172331
2247	514474	172101
2248	514675	171863
2249	514877	171625
2250	515075	171386
2251	515266	171145
2252	515453	170902
2253	515641	170660
2254	515855	170426
2255	516069	170193
2256	516294	169963
2257	516504	169728
2258	516690	169485
2259	516897	169249
2260	517068	169002
2261	517272	168765
2262	517456	168522
2263	517658	168284
2264	517858	168046
2265	518061	167809
2266	518255	167570
2267	518464	167335
2268	518679	167102
2269	518880	166864
2270	519074	166625
2271	519269	166385
2272	519482	166152
2273	519682	165914
2274	519881	165676
2275	520101	165445
2276	520288	165203
2277	520479	164963
2278	520697	164731
2279	520931	164504
2280	521144	164271
2281	521355	164037
2282	521575	163806
2283	521750	163560
2284	521947	163322
2285	522147	163085
2286	522341	162846
2287	522538	162608
2288	522732	162368
2289	522956	162139
2290	523159	161903
2291	523373	161670
2292	523598	161440
2293	523804	161205
2294	524001	160967
2295	524185	160725
2296	524367	160483
2297	524566	160246
2298	524769	160010
2299	524981	159776
2300	525181	159540
2301	525396	159307
2302	525603	159073
2303	525755	158822
2304	525969	158589
2305	526175	158354
2306	526376	158118
2307	526565	157878
2308	526769	157643
2309	526977	157408
2310	527203	157180
2311	527418	156948
2312	527637	156717
2313	527849	156484
2314	528050	156248
2315	528245	156010
2316	528471	155781
2317	528679	155547
2318	528871	155308
2319	529037	155062
2320	529230	154824
2321	529439	154590
2322	529676	154365
2323	529880	154130
2324	530076	153893
2325	530286	153659
2326	530492	153425
2327	530705	153193
2328	530923	152962
2329	531122	152726
2330	531337	152494
2331	531543	152260
2332	531741	152023
2333	531947	151789
2334	532135	151550
2335	532324	151311
2336	532541	151080
2337	532748	150846
2338	532961	150614
2339	533172	150382
2340	533394	150152
2341	533585	149914
2342	533806	149684
2343	534010	149450
2344	534212	149214
2345	534421	148981
2346	534642	148752
2347	534836	148515
2348	535063	148287
2349	535282	148056
2350	535492	147824
2351	535691	147588
2352	535949	147369
2353	536155	147135
2354	536381	146907
2355	536593	146674
2356	536801	146441
2357	537015	146210
2358	537227	145978
2359	537451	145749
2360	537661	145517
2361	537884	145288
2362	538092	145054
2363	538309	144824
2364	538525	144593
2365	538733	144360
2366	538924	144122
2367	539135	143890
2368	539337	143656
2369	539535	143420
2370	539769	143194
2371	539999	142967
2372	540206	142734
2373	540423	142504
2374	540632	142271
2375	540831	142036
2376	541038	141803
2377	541257	141573
2378	541485	141346
2379	541696	141114
2380	541884	140876
2381	542078	140640
2382	542246	140397
2383	542447	140162
2384	542664	139932
2385	542857	139696
2386	543055	139460
2387	543268	139229
2388	543480	138998
2389	543674	138762
2390	543857	138523
2391	544063	138290
2392	544286	138061
2393	544445	137816
2394	544650	137583
2395	544849	137349
2396	545034	137111
2397	545239	136878
2398	545452	136647
2399	545652	136413
2400	545858	136180
2401	546067	135948
2402	546267	135714
2403	546477	135482
2404	546676	135248
2405	546861	135010
2406	547066	134777
2407	547257	134541
2408	547466	134309
2409	547668	134076
2410	547865	133841
2411	548077	133610
2412	548324	133388
2413	548542	133159
2414	548767	132931
2415	549009	132707
2416	549221	132476
2417	549435	132246
2418	549663	132019
2419	549874	131788
2420	550067	131552
2421	550274	131320
2422	550469	131085
2423	550686	130856
2424	550904	130626
2425	551113	130395
2426	551324	130164
2427	551541	129934
2428	551751	129703
2429	551970	129474
2430	552164	129239
2431	552371	129007
2432	552605	128782
2433	552819	128552
2434	553028	128320
2435	553238	128089
2436	553442	127857
2437	553648	127625
2438	553867	127396
2439	554068	127163
2440	554279	126932
2441	554492	126702
2442	554697	126470
2443	554905	126238
2444	555104	126005
2445	555303	125771
2446	555509	125540
2447	555739	125313
2448	555937	125080
2449	556129	124845
2450	556320	124610
2451	556512	124375
2452	556738	124148
2453	556944	123916
2454	557159	123687
2455	557359	123454
2456	557555	123220
2457	557773	122991
2458	557971	122758
2459	558180	122527
2460	558393	122297
2461	558575	122060
2462	558776	121828
2463	558997	121600
2464	559207	121369
2465	559425	121140
2466	559632	120909
2467	559824	120675
2468	560026	120443
2469	560227	120210
2470	560433	119979
2471	560641	119748
2472	560848	119517
2473	561073	119290
2474	561280	119059
2475	561485	118828
2476	561690	118596
2477	561889	118364
2478	562114	118137
2479	562325	117906
2480	562538	117677
2481	562753	117448
2482	562937	117212
2483	563141	116981
2484	563371	116755
2485	563594	116527
2486	563812	116299
2487	564024	116069
2488	564250	115842
2489	564462	115612
2490	564664	115381
2491	564857	115147
2492	565074	114918
2493	565292	114690
2494	565531	114466
2495	565727	114233
2496	565929	114001
2497	566120	113768
2498	566325	113536
2499	566548	113309
2500	566775	113083
2501	566986	112853
2502	567192	112622
2503	567412	112394
2504	567616	112163
2505	567832	111935
2506	568027	111702
2507	568235	111472
2508	568443	111241
2509	568657	111012
2510	568852	110780
2511	569049	110547
2512	569255	110317
2513	569477	110089
2514	569689	109860
2515	569893	109629
2516	570096	109398
2517	570307	109169
2518	570526	108941
2519	570728	108710
2520	570933	108479
2521	571128	108247
2522	571331	108016
2523	571517	107782
2524	571702	107548
2525	571881	107312
2526	572082	107081
2527	572255	106845
2528	572446	106612
2529	572628	106377
2530	572839	106148
2531	573047	105918
2532	573266	105690
2533	573486	105463
2534	573705	105235
2535	573929	105009
2536	574132	104778
2537	574325	104546
2538	574569	104323
2539	574783	104094
2540	575002	103866
2541	575195	103634
2542	575428	103409
2543	575645	103181
2544	575871	102955
2545	576079	102725
2546	576294	102497
2547	576527	102272
2548	576718	102040
2549	576926	101810
2550	577133	101580
2551	577341	101351
2552	577562	101124
2553	577779	100896
2554	578016	100672
2555	578235	100444
2556	578451	100216
2557	578648	99985
2558	578832	99751
2559	579034	99521
2560	579219	99288
2561	579424	99058
2562	579637	98830
2563	579883	98607
2564	580100	98379
2565	580297	98148
2566	580535	97924
2567	580727	97692
2568	580926	97461
2569	581157	97236
2570	581369	97008
2571	581576	96778
2572	581786	96549
2573	581994	96320
2574	582198	96090
2575	582399	95860
2576	582615	95633
2577	582828	95404
2578	583028	95174
2579	583218	94942
2580	583401	94709
2581	583604	94479
2582	583801	94249
2583	584013	94020
2584	584214	93790
2585	584408	93559
2586	584591	93326
2587	584799	93097
2588	585015	92870
2589	585235	92643
2590	585436	92413
2591	585641	92184
2592	585862	91957
2593	586063	91727
2594	586298	91503
2595	586519	91276
2596	586737	91049
2597	586967	90824
2598	587183	90596
2599	587395	90368
2600	587626	90143
2601	587845	89916
2602	588063	89689
2603	588284	89462
2604	588498	89234
2605	588717	89007
2606	588929	88779
2607	589131	88550
2608	589350	88323
2609	589573	88097
2610	589770	87867
2611	589982	87639
2612	590201	87412
2613	590410	87183
2614	590611	86954
2615	590823	86726
2616	591007	86494
2617	591214	86265
2618	591453	86041
2619	591673	85815
2620	591883	85587
2621	592113	85361
2622	592322	85133
2623	592515	84903
2624	592705	84672
2625	592918	84444
2626	593135	84217
2627	593264	83978
2628	593466	83748
2629	593675	83520
2630	593890	83293
2631	594098	83065
2632	594301	82836
2633	594504	82607
2634	594686	82375
2635	594881	82145
2636	595097	81918
2637	595304	81690
2638	595500	81461
2639	595696	81231
2640	595906	81003
2641	596120	80776
2642	596310	80545
2643	596522	80318
2644	596734	80091
2645	596951	79864
2646	597155	79635
2647	597374	79409
2648	597594	79182
2649	597806	78955
2650	598049	78732
2651	598285	78508
2652	598513	78282
2653	598707	78053
2654	598900	77823
2655	599080	77591
2656	599294	77364
2657	599518	77138
2658	599741	76913
2659	599950	76685
2660	600160	76457
2661	600400	76234
2662	600625	76008
2663	600864	75784
2664	601087	75558
2665	601317	75333
2666	601536	75107
2667	601750	74880
2668	601947	74651
2669	602162	74424
2670	602346	74193
2671	602567	73967
2672	602765	73739
2673	602995	73514
2674	603229	73289
2675	603447	73063
2676	603680	72838
2677	603899	72612
2678	604106	72384
2679	604326	72158
2680	604547	71932
2681	604766	71706
2682	604962	71477
2683	605181	71250
2684	605391	71023
2685	605585	70794
2686	605792	70566
2687	606024	70342
2688	606252	70116
2689	606484	69892
2690	606690	69664
2691	606910	69438
2692	607116	69210
2693	607328	68983
2694	607514	68753
2695	607718	68526
2696	607941	68300
2697	608156	68073
2698	608360	67846
2699	608498	67610
2700	608703	67383
2701	608893	67154
2702	609096	66926
2703	609319	66700
2704	609550	66475
2705	609776	66250
2706	610007	66025
2707	610203	65797
2708	610426	65571
2709	610633	65344
2710	610844	65117
2711	611073	64892
2712	611277	64665
2713	611496	64439
2714	611715	64213
2715	611926	63986
2716	612146	63760
2717	612368	63534
2718	612634	63313
2719	612847	63087
2720	613046	62859
2721	613274	62634
2722	613488	62407
2723	613681	62179
2724	613880	61951
2725	614106	61726
2726	614312	61498
2727	614531	61272
2728	614747	61046
2729	614965	60820
2730	615188	60595
2731	615387	60367
2732	615620	60142
2733	615854	59918
2734	616079	59693
2735	616305	59468
2736	616523	59242
2737	616735	59015
2738	616950	58789
2739	617180	58564
2740	617374	58336
2741	617591	58110
2742	617800	57883
2743	618010	57656
2744	618230	57431
2745	618451	57205
2746	618685	56981
2747	618901	56755
2748	619124	56529
2749	619337	56303
2750	619517	56074
2751	619722	55847
2752	619941	55621
2753	620143	55394
2754	620348	55167
2755	620558	54940
2756	620772	54714
2757	620980	54487
2758	621214	54263
2759	621436	54037
2760	621640	53810
2761	621842	53583
2762	622060	53358
2763	622276	53132
2764	622481	52905
2765	622680	52677
2766	622882	52450
2767	623102	52225
2768	623318	51999
2769	623556	51775
2770	623786	51550
2771	624043	51328
2772	624284	51104
2773	624484	50877
2774	624696	50651
2775	624917	50425
2776	625121	50198
2777	625347	49973
2778	625590	49750
2779	625795	49523
2780	626005	49297
2781	626229	49071
2782	626459	48847
2783	626694	48622
2784	626937	48399
2785	627128	48171
2786	627349	47945
2787	627564	47720
2788	627794	47495
2789	628018	47270
2790	628230	47044
2791	628460	46819
2792	628678	46593
2793	628907	46368
2794	629131	46143
2795	629358	45918
2796	629583	45693
2797	629807	45468
2798	630020	45242
2799	630238	45017
2800	630432	44789
2801	630630	44562
2802	630853	44337
2803	631051	44110
2804	631262	43884
2805	631445	43656
2806	631637	43429
2807	631838	43202
2808	632036	42975
2809	632226	42748
2810	632456	42523
2811	632652	42296
2812	632863	42070
2813	633093	41846
2814	633324	41621
2815	633543	41396
2816	633727	41168
2817	633945	40943
2818	634164	40717
2819	634389	40492
2820	634631	40269
2821	634864	40044
2822	635070	39818
2823	635280	39592
2824	635481	39366
2825	635717	39141
2826	635931	38916
2827	636171	38692
2828	636415	38468
2829	636631	38242
2830	636849	38017
2831	637060	37791
2832	637273	37566
2833	637467	37339
2834	637671	37113
2835	637913	36889
2836	638143	36664
2837	638371	36439
2838	638611	36215
2839	638843	35991
2840	639048	35765
2841	639270	35540
2842	639472	35313
2843	639671	35087
2844	639886	34861
2845	640093	34636
2846	640322	34411
2847	640559	34187
2848	640759	33960
2849	640971	33735
2850	641203	33510
2851	641428	33285
2852	641626	33059
2853	641822	32833
2854	642019	32606
2855	642221	32380
2856	642422	32154
2857	642653	31930
2858	642872	31705
2859	643083	31479
2860	643284	31253
2861	643495	31028
2862	643690	30801
2863	643900	30576
2864	644103	30350
2865	644315	30125
2866	644523	29899
2867	644731	29673
2868	644949	29448
2869	645160	29223
2870	645396	28999
2871	645638	28774
2872	645887	28551
2873	646104	28326
2874	646316	28100
2875	646530	27875
2876	646746	27650
2877	646959	27424
2878	647180	27200
2879	647405	26975
2880	647617	26749
2881	647808	26523
2882	648007	26297
2883	648220	26072
2884	648432	25847
2885	648645	25622
2886	648859	25396
2887	649068	25171
2888	649281	24946
2889	649491	24721
2890	649705	24496
2891	649916	24270
2892	650119	24045
2893	650341	23820
2894	650554	23595
2895	650780	23370
2896	651013	23146
2897	651210	22920
2898	651415	22695
2899	651629	22469
2900	651819	22244
2901	652054	22019
2902	652310	21796
2903	652529	21571
2904	652745	21346
2905	652953	21120
2906	653157	20895
2907	653357	20670
2908	653570	20445
2909	653780	20220
2910	654002	19995
2911	654196	19769
2912	654401	19544
2913	654616	19319
2914	654838	19094
2915	655056	18869
2916	655257	18644
2917	655478	18419
2918	655635	18193
2919	655853	17968
2920	656066	17743
2921	656259	17518
2922	656462	17293
2923	656660	17067
2924	656876	16842
2925	657105	16618
2926	657310	16393
2927	657533	16168
2928	657734	15943
2929	657956	15719
2930	658183	15494
2931	658388	15269
2932	658595	15044
2933	658800	14819
2934	659023	14595
2935	659226	14370
2936	659428	14145
2937	659635	13920
2938	659844	13695
2939	660068	13470
2940	660285	13246
2941	660523	13021
2942	660745	12797
2943	660937	12572
2944	661167	12347
2945	661395	12123
2946	661591	11898
2947	661808	11673
2948	662010	11448
2949	662234	11224
2950	662439	10999
2951	662632	10774
2952	662838	10549
2953	663066	10325
2954	663283	10100
2955	663485	9875
2956	663690	9651
2957	663921	9426
2958	664145	9202
2959	664377	8978
2960	664589	8753
2961	664812	8528
2962	665038	8304
2963	665257	8080
2964	665462	7855
2965	665677	7630
2966	665884	7406
2967	666089	7181
2968	666294	6956
2969	666510	6732
2970	666708	6507
2971	666910	6283
2972	667154	6058
2973	667374	5834
2974	667595	5610
2975	667803	5385
2976	668021	5161
2977	668214	4936
2978	668417	4711
2979	668642	4487
2980	668889	4263
2981	669095	4038
2982	669323	3814
2983	669542	3590
2984	669769	3365
2985	670011	3141
2986	670270	2917
2987	670511	2692
2988	670715	2468
2989	670940	2243
2990	671168	2019
2991	671382	1795
2992	671597	1570
2993	671821	1346
2994	672028	1121
2995	672228	897
2996	672439	673
2997	672657	448
2998	672874	224
2999	673097	0
